species,lineage,IUCN_status,captivity_flag,left_time_boundary_0,right_time_boundary_0,lambda_0,left_time_boundary_1,right_time_boundary_1,lambda_1,left_time_boundary_2,right_time_boundary_2,lambda_2,left_time_boundary_3,right_time_boundary_3,lambda_3,left_time_boundary_4,right_time_boundary_4,lambda_4,left_time_boundary_5,right_time_boundary_5,lambda_5,left_time_boundary_6,right_time_boundary_6,lambda_6,left_time_boundary_7,right_time_boundary_7,lambda_7,left_time_boundary_8,right_time_boundary_8,lambda_8,left_time_boundary_9,right_time_boundary_9,lambda_9,left_time_boundary_10,right_time_boundary_10,lambda_10,left_time_boundary_11,right_time_boundary_11,lambda_11,left_time_boundary_12,right_time_boundary_12,lambda_12,left_time_boundary_13,right_time_boundary_13,lambda_13,left_time_boundary_14,right_time_boundary_14,lambda_14,left_time_boundary_15,right_time_boundary_15,lambda_15,left_time_boundary_16,right_time_boundary_16,lambda_16,left_time_boundary_17,right_time_boundary_17,lambda_17,left_time_boundary_18,right_time_boundary_18,lambda_18,left_time_boundary_19,right_time_boundary_19,lambda_19,left_time_boundary_20,right_time_boundary_20,lambda_20,left_time_boundary_21,right_time_boundary_21,lambda_21,left_time_boundary_22,right_time_boundary_22,lambda_22,left_time_boundary_23,right_time_boundary_23,lambda_23,left_time_boundary_24,right_time_boundary_24,lambda_24,left_time_boundary_25,right_time_boundary_25,lambda_25,left_time_boundary_26,right_time_boundary_26,lambda_26,left_time_boundary_27,right_time_boundary_27,lambda_27,left_time_boundary_28,right_time_boundary_28,lambda_28,left_time_boundary_29,right_time_boundary_29,lambda_29,left_time_boundary_30,right_time_boundary_30,lambda_30,left_time_boundary_31,right_time_boundary_31,lambda_31
Anguilla_anguilla,Ray-finned fishes,CR,no,0.0,8.92706e-05,62.9184,8.92706e-05,0.000193695,62.9184,0.000193695,0.000315845,111.688,0.000315845,0.000458731,108.79,0.000458731,0.000625871,120.434,0.000625871,0.000821383,143.72,0.000821383,0.00105008,175.295,0.00105008,0.00131761,198.798,0.00131761,0.00163054,210.681,0.00163054,0.00199659,213.21,0.00199659,0.00242479,211.704,0.00242479,0.00292566,209.072,0.00292566,0.00351157,205.645,0.00351157,0.00419693,201.426,0.00419693,0.00499862,197.099,0.00499862,0.00593641,192.998,0.00593641,0.00703339,189.392,0.00703339,0.00831657,186.905,0.00831657,0.00981758,184.765,0.00981758,0.0115734,179.734,0.0115734,0.0136272,167.441,0.0136272,0.0160297,144.801,0.0160297,0.01884,112.905,0.01884,0.0221274,78.8571,0.0221274,0.0259728,51.9743,0.0259728,0.030471,35.9841,0.030471,0.0357327,29.7849,0.0357327,0.0418876,48.9954,0.0418876,0.0490873,48.9954,0.0490873,0.0575091,8.65887,0.0575091,0.0673605,8.65887,0.0673605,inf,8.65887
Anniella_stebbinsi,Lepidosauria,DD/NE,no,0.0,3.88734e-06,4.36674,3.88734e-06,8.43455e-06,4.36674,8.43455e-06,1.37537e-05,11693.2,1.37537e-05,1.99757e-05,28342.7,1.99757e-05,2.72539e-05,6942.57,2.72539e-05,3.57676e-05,2833.28,3.57676e-05,4.57265e-05,2836.28,4.57265e-05,5.73759e-05,4560.16,5.73759e-05,7.10028e-05,7526.37,7.10028e-05,8.69428e-05,10828.5,8.69428e-05,0.000105589,13026.1,0.000105589,0.0001274,12030.0,0.0001274,0.000152913,8169.82,0.000152913,0.000182757,4606.26,0.000182757,0.000217668,2755.83,0.000217668,0.000258504,2115.77,0.000258504,0.000306273,2124.2,0.000306273,0.00036215,2537.75,0.00036215,0.000427512,3227.47,0.000427512,0.00050397,3930.55,0.00050397,0.000593406,4103.6,0.000593406,0.000698024,3376.32,0.000698024,0.0008204,2181.81,0.0008204,0.000963551,1144.63,0.000963551,0.001131,523.941,0.001131,0.00132688,243.45,0.00132688,0.001556,158.536,0.001556,0.00182402,893.258,0.00182402,0.00213753,893.258,0.00213753,0.00250427,36.1815,0.00250427,0.00293325,36.1815,0.00293325,inf,36.1815
Anolis_sagrei,Lepidosauria,LC,no,0.0,0.000100561,71.6722,0.000100561,0.000218192,71.6722,0.000218192,0.000355792,10.1205,0.000355792,0.000516748,11.4688,0.000516748,0.000705027,21.4084,0.000705027,0.000925267,39.5999,0.000925267,0.00118289,66.3122,0.00118289,0.00148425,96.1131,0.00148425,0.00183676,125.236,0.00183676,0.00224911,159.382,0.00224911,0.00273146,202.272,0.00273146,0.00329568,250.041,0.00329568,0.00395569,290.082,0.00395569,0.00472773,306.012,0.00472773,0.00563082,290.383,0.00563082,0.00668721,251.47,0.00668721,0.00792293,205.202,0.00792293,0.0093684,164.32,0.0093684,0.0110593,134.03,0.0110593,0.0130371,113.846,0.0130371,0.0153507,101.62,0.0153507,0.0180571,95.5616,0.0180571,0.0212228,93.8778,0.0212228,0.024926,93.8213,0.024926,0.0292577,91.9718,0.0292577,0.0343248,86.2904,0.0343248,0.0402519,77.1418,0.0402519,0.0471853,73.7597,0.0471853,0.0552955,73.7597,0.0552955,0.0647825,5.31204,0.0647825,0.0758799,5.31204,0.0758799,inf,5.31204
Anomaloglossus_baeobatrachus,Amphibians,DD/NE,no,0.0,5.75415e-05,1096.75,5.75415e-05,0.000124851,1096.75,0.000124851,0.000203586,599.716,0.000203586,0.000295686,333.054,0.000295686,0.00040342,323.134,0.00040342,0.000529442,362.824,0.000529442,0.000676857,372.611,0.000676857,0.000849294,412.381,0.000849294,0.001051,509.37,0.001051,0.00128695,621.824,0.00128695,0.00156295,648.462,0.00156295,0.00188581,538.009,0.00188581,0.00226347,377.391,0.00226347,0.00270523,260.179,0.00270523,0.00322198,201.551,0.00322198,0.00382646,183.508,0.00382646,0.00453354,188.655,0.00453354,0.00536065,202.173,0.00536065,0.00632816,208.737,0.00632816,0.00745991,197.039,0.00745991,0.00878377,167.658,0.00878377,0.0103324,131.045,0.0103324,0.0121438,97.775,0.0121438,0.0142628,72.6694,0.0142628,0.0167414,55.9151,0.0167414,0.0196408,46.765,0.0196408,0.0230324,46.1733,0.0230324,0.0269997,93.4344,0.0269997,0.0316404,93.4344,0.0316404,0.0370689,22.7529,0.0370689,0.0434189,22.7529,0.0434189,inf,22.7529
Anser_anser,Birds,LC,no,0.0,2.97034e-05,1948.0,2.97034e-05,6.44489e-05,1948.0,6.44489e-05,0.000105093,242.461,0.000105093,0.000152635,473.879,0.000152635,0.000208249,667.309,0.000208249,0.000273302,1047.85,0.000273302,0.000349399,1441.89,0.000349399,0.000438412,1460.2,0.000438412,0.000542536,1181.48,0.000542536,0.000664335,865.697,0.000664335,0.000806809,644.403,0.000806809,0.000973468,519.594,0.000973468,0.00116842,453.994,0.00116842,0.00139646,424.044,0.00139646,0.00166321,416.109,0.00166321,0.00197525,418.969,0.00197525,0.00234025,420.536,0.00234025,0.00276721,414.562,0.00276721,0.00326664,402.219,0.00326664,0.00385086,385.419,0.00385086,0.00453425,366.248,0.00453425,0.00533364,348.778,0.00533364,0.00626873,339.031,0.00626873,0.00736255,340.149,0.00736255,0.00864204,347.382,0.00864204,0.0101387,314.654,0.0101387,0.0118895,164.17,0.0118895,0.0139374,25.437,0.0139374,0.016333,25.437,0.016333,0.0191352,37.2052,0.0191352,0.0224131,37.2052,0.0224131,inf,37.2052
Anser_cygnoides,Birds,EN,no likely,0.0,3.60715e-05,2101.85,3.60715e-05,7.82662e-05,2101.85,7.82662e-05,0.000127623,1039.51,0.000127623,0.000185359,706.115,0.000185359,0.000252895,574.617,0.000252895,0.000331896,486.173,0.000331896,0.000424306,429.542,0.000424306,0.000532404,402.024,0.000532404,0.000658851,391.08,0.000658851,0.000806762,390.73,0.000806762,0.000979782,397.741,0.000979782,0.00118217,407.414,0.00118217,0.00141892,415.852,0.00141892,0.00169585,422.091,0.00169585,0.00201979,425.802,0.00201979,0.00239872,427.029,0.00239872,0.00284198,426.247,0.00284198,0.00336047,424.155,0.00336047,0.00396698,419.76,0.00396698,0.00467645,411.027,0.00467645,0.00550635,396.912,0.00550635,0.00647712,376.571,0.00647712,0.00761269,348.356,0.00761269,0.00894101,310.743,0.00894101,0.0104948,262.706,0.0104948,0.0123124,206.776,0.0123124,0.0144385,153.415,0.0144385,0.0169255,124.23,0.0169255,0.0198347,124.23,0.0198347,0.0232377,12.2291,0.0232377,0.0272183,12.2291,0.0272183,inf,12.2291
Antennarius_maculatus,Ray-finned fishes,DD/NE,likely,0.0,1.55097e-05,1.09449,1.55097e-05,3.36522e-05,1.09449,3.36522e-05,5.48745e-05,230.75,5.48745e-05,7.96991e-05,693.566,7.96991e-05,0.000108738,896.32,0.000108738,0.000142706,919.519,0.000142706,0.00018244,877.499,0.00018244,0.000228919,909.372,0.000228919,0.000283287,1023.95,0.000283287,0.000346885,1218.39,0.000346885,0.000421278,1493.3,0.000421278,0.0005083,1795.46,0.0005083,0.000610094,2024.84,0.000610094,0.000729167,2086.15,0.000729167,0.000868453,1928.14,0.000868453,0.00103138,1627.5,0.00103138,0.00122197,1316.81,0.00122197,0.00144491,1051.26,0.00144491,0.00170569,818.584,0.00170569,0.00201074,613.913,0.00201074,0.00236757,448.872,0.00236757,0.00278498,315.845,0.00278498,0.00327324,204.755,0.00327324,0.00384438,122.99,0.00384438,0.00451248,74.1616,0.00451248,0.00529398,51.5816,0.00529398,0.00620814,48.2466,0.00620814,0.00727748,175.244,0.00727748,0.00852834,175.244,0.00852834,0.00999154,14.2635,0.00999154,0.0117031,14.2635,0.0117031,inf,14.2635
Aplidium_turbinatum,Other Deuterostomes,DD/NE,no,0.0,2.4214e-05,5509.35,2.4214e-05,5.25384e-05,5509.35,5.25384e-05,8.56709e-05,7750.84,8.56709e-05,0.000124428,3152.95,0.000124428,0.000169763,1587.43,0.000169763,0.000222794,906.507,0.000222794,0.000284828,632.369,0.000284828,0.000357391,548.706,0.000357391,0.000442273,542.489,0.000442273,0.000541562,561.858,0.000541562,0.000657707,565.682,0.000657707,0.000793566,533.258,0.000793566,0.000952488,471.567,0.000952488,0.00113839,400.321,0.00113839,0.00135584,335.541,0.00135584,0.00161021,285.718,0.00161021,0.00190776,249.75,0.00190776,0.00225581,224.069,0.00225581,0.00266295,207.489,0.00266295,0.0031392,198.921,0.0031392,0.00369629,196.862,0.00369629,0.00434795,200.045,0.00434795,0.00511023,207.235,0.00511023,0.00600191,215.562,0.00600191,0.00704495,217.31,0.00704495,0.00826504,202.488,0.00826504,0.00969224,169.036,0.00969224,0.0113617,124.883,0.0113617,0.0133146,124.883,0.0133146,0.0155989,79.0149,0.0155989,0.0182711,79.0149,0.0182711,inf,79.0149
Aplochiton_taeniatus,Ray-finned fishes,DD/NE,no,0.0,2.44799e-05,393.57,2.44799e-05,5.31152e-05,393.57,5.31152e-05,8.66113e-05,869.633,8.66113e-05,0.000125793,826.778,0.000125793,0.000171627,844.778,0.000171627,0.00022524,921.695,0.00022524,0.000287955,996.814,0.000287955,0.000361315,1040.43,0.000361315,0.000447128,1060.74,0.000447128,0.000547508,1073.05,0.000547508,0.000664927,1072.48,0.000664927,0.000802278,1045.03,0.000802278,0.000962944,981.347,0.000962944,0.00115088,883.019,0.00115088,0.00137073,760.118,0.00137073,0.00162789,626.168,0.00162789,0.0019287,495.973,0.0019287,0.00228058,380.19,0.00228058,0.00269218,283.161,0.00269218,0.00317366,206.517,0.00317366,0.00373687,149.921,0.00373687,0.00439569,110.329,0.00439569,0.00516633,83.2472,0.00516633,0.0060678,65.0196,0.0060678,0.00712229,53.565,0.00712229,0.00835577,47.9478,0.00835577,0.00979864,48.8161,0.00979864,0.0114864,80.5725,0.0114864,0.0134607,80.5725,0.0134607,0.0157702,8.85651,0.0157702,0.0184717,8.85651,0.0184717,inf,8.85651
Apodemus_sylvaticus,Mammals,LC,no,0.0,5.61058e-05,1445.78,5.61058e-05,0.000121736,1445.78,0.000121736,0.000198506,3762.71,0.000198506,0.000288308,736.623,0.000288308,0.000393354,304.098,0.000393354,0.000516232,165.586,0.000516232,0.000659968,119.607,0.000659968,0.000828103,107.806,0.000828103,0.00102478,115.616,0.00102478,0.00125484,130.669,0.00125484,0.00152396,144.625,0.00152396,0.00183875,156.711,0.00183875,0.00220699,167.646,0.00220699,0.00263773,177.829,0.00263773,0.00314159,187.7,0.00314159,0.00373098,197.506,0.00373098,0.00442042,207.37,0.00442042,0.00522689,217.996,0.00522689,0.00617026,229.908,0.00617026,0.00727377,241.917,0.00727377,0.00856459,250.341,0.00856459,0.0100745,249.944,0.0100745,0.0118408,236.134,0.0118408,0.0139069,206.045,0.0139069,0.0163237,161.446,0.0163237,0.0191507,111.192,0.0191507,0.0224577,71.5301,0.0224577,0.026326,84.0716,0.026326,0.0308509,84.0716,0.0308509,0.0361439,11.9636,0.0361439,0.0423355,11.9636,0.0423355,inf,11.9636
Apteryx_mantelli,Birds,VU,yes,0.0,3.07975e-05,474.899,3.07975e-05,6.68229e-05,474.899,6.68229e-05,0.000108964,545.213,0.000108964,0.000158258,977.924,0.000158258,0.00021592,1077.79,0.00021592,0.000283369,1299.65,0.000283369,0.000362269,1382.28,0.000362269,0.000454562,1225.14,0.000454562,0.000562521,995.509,0.000562521,0.000688806,901.07,0.000688806,0.000836529,921.796,0.000836529,0.00100933,946.786,0.00100933,0.00121146,885.444,0.00121146,0.0014479,766.581,0.0014479,0.00172448,660.898,0.00172448,0.00204801,580.803,0.00204801,0.00242645,509.27,0.00242645,0.00286914,440.601,0.00286914,0.00338697,383.14,0.00338697,0.00399271,340.303,0.00399271,0.00470127,303.463,0.00470127,0.00553011,262.144,0.00553011,0.00649964,215.6,0.00649964,0.00763375,169.771,0.00763375,0.00896038,131.321,0.00896038,0.0105122,103.418,0.0105122,0.0123274,88.5297,0.0123274,0.0144508,130.657,0.0144508,0.0169346,130.657,0.0169346,0.0198401,30.9488,0.0198401,0.0232387,30.9488,0.0232387,inf,30.9488
Ara_ararauna,Birds,LC,likely,0.0,2.38323e-05,612.093,2.38323e-05,5.17102e-05,612.093,5.17102e-05,8.43204e-05,562.762,8.43204e-05,0.000122466,890.715,0.000122466,0.000167087,1132.77,0.000167087,0.000219282,1231.56,0.000219282,0.000280338,1258.66,0.000280338,0.000351758,1252.01,0.000351758,0.000435301,1222.59,0.000435301,0.000533026,1146.7,0.000533026,0.000647339,1045.42,0.000647339,0.000781057,953.209,0.000781057,0.000937474,895.539,0.000937474,0.00112044,874.226,0.00112044,0.00133447,876.713,0.00133447,0.00158483,887.716,0.00158483,0.00187768,891.205,0.00187768,0.00222025,871.172,0.00222025,0.00262097,820.482,0.00262097,0.00308972,745.632,0.00308972,0.00363803,656.366,0.00363803,0.00427942,558.698,0.00427942,0.00502968,454.74,0.00502968,0.0059073,345.914,0.0059073,0.00693389,236.182,0.00693389,0.00813476,143.639,0.00813476,0.00953946,86.8421,0.00953946,0.0111826,65.199,0.0111826,0.0131047,65.199,0.0131047,0.0153531,26.2592,0.0153531,0.0179831,26.2592,0.0179831,inf,26.2592
Argentina_silus,Ray-finned fishes,DD/NE,no,0.0,4.17633e-05,527.446,4.17633e-05,9.06158e-05,527.446,9.06158e-05,0.000147761,793.549,0.000147761,0.000214607,707.927,0.000214607,0.0002928,685.889,0.0002928,0.000384266,641.567,0.000384266,0.000491258,561.53,0.000491258,0.000616412,505.284,0.000616412,0.000762811,484.879,0.000762811,0.000934062,472.3,0.000934062,0.00113438,461.084,0.00113438,0.00136871,454.63,0.00136871,0.00164281,447.59,0.00164281,0.00196344,436.698,0.00196344,0.00233849,419.995,0.00233849,0.00277722,394.345,0.00277722,0.00329041,356.972,0.00329041,0.00389072,310.315,0.00389072,0.00459294,261.873,0.00459294,0.00541435,216.41,0.00541435,0.0063752,174.069,0.0063752,0.00749915,132.225,0.00749915,0.0088139,92.0591,0.0088139,0.0103518,60.9761,0.0103518,0.0121508,41.906,0.0121508,0.0142552,32.6153,0.0142552,0.0167167,32.1533,0.0167167,0.0195962,86.9903,0.0195962,0.0229644,86.9903,0.0229644,0.0269043,10.0647,0.0269043,0.0315131,10.0647,0.0315131,inf,10.0647
Arripis_georgiana,Ray-finned fishes,DD/NE,no,0.0,5.15306e-05,46.223,5.15306e-05,0.000111809,46.223,0.000111809,0.000182319,54.1045,0.000182319,0.000264798,60.775,0.000264798,0.000361278,71.6774,0.000361278,0.000474136,101.33,0.000474136,0.000606151,164.342,0.000606151,0.000760575,238.205,0.000760575,0.000941214,303.133,0.000941214,0.00115252,359.284,0.00115252,0.00139969,402.487,0.00139969,0.00168881,428.122,0.00168881,0.00202702,441.352,0.00202702,0.00242264,450.834,0.00242264,0.00288541,460.727,0.00288541,0.00342674,473.906,0.00342674,0.00405996,489.147,0.00405996,0.00480066,497.572,0.00480066,0.00566711,482.541,0.00566711,0.00668063,417.336,0.00668063,0.0078662,285.016,0.0078662,0.00925301,138.692,0.00925301,0.0108752,53.2205,0.0108752,0.0127728,22.4696,0.0127728,0.0149926,13.5772,0.0149926,0.0175891,12.2636,0.0175891,0.0206264,16.7938,0.0206264,0.0241792,81.7592,0.0241792,0.0283352,81.7592,0.0283352,0.0331966,16.2996,0.0331966,0.0388832,16.2996,0.0388832,inf,16.2996
Artibeus_intermedius,Mammals,LC,no,0.0,8.32524e-05,26.9878,8.32524e-05,0.000180637,26.9878,0.000180637,0.000294552,14.6543,0.000294552,0.000427805,17.8466,0.000427805,0.000583677,22.8202,0.000583677,0.000766009,48.635,0.000766009,0.000979292,118.699,0.000979292,0.00122878,175.896,0.00122878,0.00152062,170.496,0.00152062,0.00186199,145.611,0.00186199,0.00226132,134.55,0.00226132,0.00272843,142.7,0.00272843,0.00327483,169.935,0.00327483,0.00391399,214.618,0.00391399,0.00466164,271.262,0.00466164,0.00553621,326.926,0.00553621,0.00655923,362.867,0.00655923,0.00775591,368.081,0.00775591,0.00915573,348.295,0.00915573,0.0107932,314.995,0.0107932,0.0127086,273.241,0.0127086,0.0149491,224.494,0.0149491,0.0175699,175.176,0.0175699,0.0206357,132.18,0.0206357,0.0242218,96.0207,0.0242218,0.0284168,66.5445,0.0284168,0.0333238,47.0489,0.0333238,0.0390637,44.7872,0.0390637,0.045778,44.7872,0.045778,0.0536321,15.6352,0.0536321,0.0628194,15.6352,0.0628194,inf,15.6352
Artibeus_lituratus,Mammals,LC,no,0.0,8.34741e-05,30.9615,8.34741e-05,0.000181118,30.9615,0.000181118,0.000295337,17.774,0.000295337,0.000428944,16.7308,0.000428944,0.000585231,22.2149,0.000585231,0.000768049,50.7438,0.000768049,0.000981899,119.2,0.000981899,0.00123205,171.904,0.00123205,0.00152466,167.867,0.00152466,0.00186695,144.902,0.00186695,0.00226734,134.924,0.00226734,0.00273569,144.342,0.00273569,0.00328355,172.084,0.00328355,0.00392441,215.966,0.00392441,0.00467405,270.349,0.00467405,0.00555094,323.356,0.00555094,0.00657669,359.014,0.00657669,0.00777656,367.359,0.00777656,0.0091801,349.317,0.0091801,0.0108219,312.594,0.0108219,0.0127424,267.639,0.0127424,0.0149889,219.393,0.0149889,0.0176167,167.982,0.0176167,0.0206906,118.739,0.0206906,0.0242863,80.9344,0.0242863,0.0284924,58.9306,0.0284924,0.0334125,46.823,0.0334125,0.0391677,46.683,0.0391677,0.0458999,46.683,0.0458999,0.0537749,13.4415,0.0537749,0.0629866,13.4415,0.0629866,inf,13.4415
Arvicola_amphibius,Mammals,LC,no,0.0,3.30907e-05,163.715,3.30907e-05,7.17985e-05,163.715,7.17985e-05,0.000117077,1922.9,0.000117077,0.000170041,2027.2,0.000170041,0.000231997,1458.36,0.000231997,0.000304469,967.593,0.000304469,0.000389243,647.122,0.000389243,0.000488408,470.938,0.000488408,0.000604406,409.822,0.000604406,0.000740094,411.267,0.000740094,0.000898816,415.87,0.000898816,0.00108448,404.12,0.00108448,0.00130166,388.875,0.00130166,0.00155571,381.599,0.00155571,0.00185288,383.965,0.00185288,0.0022005,396.402,0.0022005,0.00260712,418.87,0.00260712,0.00308277,446.661,0.00308277,0.00363916,471.509,0.00363916,0.00429,484.235,0.00429,0.00505132,473.282,0.00505132,0.00594187,429.209,0.00594187,0.0069836,354.148,0.0069836,0.00820215,262.338,0.00820215,0.00962756,174.717,0.00962756,0.0112949,111.047,0.0112949,0.0132453,79.1794,0.0132453,0.0155268,153.135,0.0155268,0.0181956,153.135,0.0181956,0.0213174,7.02305,0.0213174,0.0249691,7.02305,0.0249691,inf,7.02305
Ascaphus_truei,Amphibians,LC,no,0.0,5.60327e-05,348.631,5.60327e-05,0.000121577,348.631,0.000121577,0.000198247,178.95,0.000198247,0.000287932,241.13,0.000287932,0.000392841,398.131,0.000392841,0.000515559,582.852,0.000515559,0.000659108,738.762,0.000659108,0.000827024,794.033,0.000827024,0.00102344,733.47,0.00102344,0.00125321,599.555,0.00125321,0.00152197,451.449,0.00152197,0.00183636,332.824,0.00183636,0.00220411,257.963,0.00220411,0.00263429,219.59,0.00263429,0.0031375,206.019,0.0031375,0.00372612,206.874,0.00372612,0.00441466,214.393,0.00441466,0.00522008,222.087,0.00522008,0.00616222,223.583,0.00616222,0.00726429,214.452,0.00726429,0.00855343,194.334,0.00855343,0.0100614,165.737,0.0100614,0.0118254,131.019,0.0118254,0.0138888,94.5365,0.0138888,0.0163024,64.4827,0.0163024,0.0191258,46.4695,0.0191258,0.0224284,41.2004,0.0224284,0.0262917,89.2623,0.0262917,0.0308107,89.2623,0.0308107,0.0360968,12.4296,0.0360968,0.0422803,12.4296,0.0422803,inf,12.4296
Ascidia_mentula,Other Deuterostomes,DD/NE,no,0.0,0.000150194,326.516,0.000150194,0.000325884,326.516,0.000325884,0.000531396,107.071,0.000531396,0.000771795,96.7971,0.000771795,0.001053,77.63,0.001053,0.00138194,75.7078,0.00138194,0.00176672,80.5658,0.00176672,0.00221682,88.8582,0.00221682,0.00274331,96.0964,0.00274331,0.00335918,102.295,0.00335918,0.0040796,105.94,0.0040796,0.00492231,106.607,0.00492231,0.00590806,105.737,0.00590806,0.00706115,104.326,0.00706115,0.00840997,102.509,0.00840997,0.00998776,100.349,0.00998776,0.0118334,98.0003,0.0118334,0.0139923,95.7226,0.0139923,0.0165177,93.6847,0.0165177,0.0194717,91.7203,0.0194717,0.0229272,88.8944,0.0229272,0.0269693,84.044,0.0269693,0.0316976,77.2664,0.0316976,0.0372284,69.3008,0.0372284,0.0436982,59.9039,0.0436982,0.0512661,49.1377,0.0512661,0.0601187,38.6263,0.0601187,0.0704741,27.1019,0.0704741,0.0825872,27.1019,0.0825872,0.0967566,33.5665,0.0967566,0.113331,33.5665,0.113331,inf,33.5665
Ascidiella_aspersa,Other Deuterostomes,DD/NE,no,0.0,9.55962e-05,740.799,9.55962e-05,0.00020742,740.799,0.00020742,0.000338226,66.2798,0.000338226,0.000491236,155.598,0.000491236,0.000670219,220.316,0.000670219,0.000879585,213.084,0.000879585,0.00112449,186.16,0.00112449,0.00141097,168.147,0.00141097,0.00174608,158.07,0.00174608,0.00213807,152.787,0.00213807,0.0025966,150.088,0.0025966,0.00313297,149.739,0.00313297,0.00376039,151.371,0.00376039,0.00449431,154.528,0.00449431,0.00535282,158.11,0.00535282,0.00635706,160.569,0.00635706,0.00753176,161.136,0.00753176,0.00890587,158.684,0.00890587,0.0105132,151.527,0.0105132,0.0123935,138.689,0.0123935,0.0145928,120.619,0.0145928,0.0171656,100.463,0.0171656,0.020175,82.8533,0.020175,0.0236953,69.9646,0.0236953,0.0278132,60.8203,0.0278132,0.0326301,53.9957,0.0326301,0.0382647,50.7437,0.0382647,0.0448557,83.8778,0.0448557,0.0525655,83.8778,0.0525655,0.0615841,9.20939,0.0615841,0.0721336,9.20939,0.0721336,inf,9.20939
Aselliscus_stoliczkanus,Mammals,LC,no,0.0,1.65712e-05,1.0244,1.65712e-05,3.59554e-05,1.0244,3.59554e-05,5.863e-05,1.24345,5.863e-05,8.51537e-05,10.9754,8.51537e-05,0.00011618,44.1076,0.00011618,0.000152472,140.86,0.000152472,0.000194926,232.698,0.000194926,0.000244586,354.49,0.000244586,0.000302675,434.049,0.000302675,0.000370626,523.594,0.000370626,0.000450111,716.761,0.000450111,0.000543088,1061.15,0.000543088,0.000651849,1570.94,0.000651849,0.000779071,2161.54,0.000779071,0.00092789,2514.57,0.00092789,0.00110197,2321.71,0.00110197,0.0013056,1782.37,0.0013056,0.0015438,1307.71,0.0015438,0.00182243,1024.71,0.00182243,0.00214836,871.486,0.00214836,0.00252961,780.102,0.00252961,0.00297558,709.132,0.00297558,0.00349726,618.113,0.00349726,0.00410749,470.312,0.00410749,0.00482131,295.789,0.00482131,0.0056563,169.65,0.0056563,0.00663302,113.721,0.00663302,0.00777555,273.901,0.00777555,0.00911202,273.901,0.00911202,0.0106754,14.7862,0.0106754,0.0125041,14.7862,0.0125041,inf,14.7862
Aspidoscelis_tigris,,,,0.0,4.03125e-05,3156.3,4.03125e-05,8.7468e-05,3156.3,8.7468e-05,0.000142628,1247.55,0.000142628,0.000207152,661.229,0.000207152,0.000282628,444.082,0.000282628,0.000370917,293.699,0.000370917,0.000474192,213.742,0.000474192,0.000594999,189.028,0.000594999,0.000736313,203.49,0.000736313,0.000901614,247.602,0.000901614,0.00109498,294.361,0.00109498,0.00132116,319.454,0.00132116,0.00158574,327.861,0.00158574,0.00189523,335.908,0.00189523,0.00225726,350.456,0.00225726,0.00268074,370.824,0.00268074,0.00317611,391.535,0.00317611,0.00375557,404.369,0.00375557,0.00443339,403.295,0.00443339,0.00522626,384.98,0.00522626,0.00615373,349.045,0.00615373,0.00723864,299.237,0.00723864,0.00850772,240.525,0.00850772,0.00999221,179.27,0.00999221,0.0117287,123.673,0.0117287,0.01376,83.8175,0.01376,0.016136,66.1703,0.016136,0.0189154,136.616,0.0189154,0.0221666,136.616,0.0221666,0.0259697,11.4714,0.0259697,0.0304184,11.4714,0.0304184,inf,11.4714
Astatotilapia_calliptera,Ray-finned fishes,LC,likely,0.0,1.69128e-05,531.756,1.69128e-05,3.66965e-05,531.756,3.66965e-05,5.98386e-05,1470.06,5.98386e-05,8.69089e-05,1114.92,8.69089e-05,0.000118575,834.784,0.000118575,0.000155615,755.146,0.000155615,0.000198944,773.066,0.000198944,0.000249627,845.218,0.000249627,0.000308914,943.408,0.000308914,0.000378265,1050.15,0.000378265,0.000459389,1160.38,0.000459389,0.000554283,1269.58,0.000554283,0.000665285,1362.47,0.000665285,0.00079513,1412.64,0.00079513,0.000947016,1393.02,0.000947016,0.00112468,1291.26,0.00112468,0.00133251,1123.34,0.00133251,0.00157562,928.855,0.00157562,0.00185999,745.286,0.00185999,0.00219264,593.011,0.00219264,0.00258175,475.146,0.00258175,0.00303692,385.866,0.00303692,0.00356935,317.549,0.00356935,0.00419216,264.099,0.00419216,0.00492069,222.49,0.00492069,0.00577289,193.249,0.00577289,0.00676975,180.819,0.00676975,0.00793582,250.613,0.00793582,0.00929984,250.613,0.00929984,0.0108954,10.0247,0.0108954,0.0127618,10.0247,0.0127618,inf,10.0247
