,accession,Gardiner_captivity_flag,Gardiner_domestication_flag,Gardiner_flag_notes,Sudmant_zoo_flag,Combined_captivity_flag,Animal,Assembly,Band,Bird,CBP,Cells,Collection,Columbia,Common,Culture,ENA,ENA.CHECKLIST,ENA.FIRST.PUBLIC,ENA.LAST.UPDATE,External,Father,Field,Funding,GAL,GAL_sample_id,GN,Genome,INSDC,ISIS,Identified,Individual,Loan,Local,Marine,Material,McGill,Mobilization,Moreton,Mother,Necropsy,Note,Oregon,Panamanian,Permit,Permits,Previous,Report,Sample,Scientific,Sex,Smithsonian,Source,Species360,Stanford,State,Studbook,Subject,Submission,Submitter,ToLID,Tube,Turtle,UF,UQ,USNM,Vassar,Weight,Wieght,age,altitude,barcoding,bio.material,biomaterial,biomaterial_provider,bioproject_accession2,birth_date,birth_location,breed,breed_note,breeding_history,breeding_method,broker,cell_line,cell_type,collected,collected.by,collected_by,collecting,collection,collection.date,collection_date,common,country,cultivar,culture_or_strain_id,date,death_date,depth,derived.from,dev_stage,developmental_age,ecotype,elevation,env_broad_scale,env_local_scale,env_medium,estimated_size,family,funding,geo_loc_name,geographic,growth_protocol,habitat,health_state,identified,identified_by,identifier_affiliation,isol_growth_condt,isolate,isolate_name_alias,isolation.source,isolation_source,label,lat.lon,lat_lon,latitude,lifestage,material,note,order,organism,orgmod_note,original,permit,permits,phenotype,project,provider,proxy,ref_biomaterial,relationship,sample,sample_type,scientific_name,sex,specimen,specimen_id,specimen_voucher,storage,store_cond,strain,sub,sub_species,subject,subject_id,submission,symbiont,tissue,tolid,treatment,voucher,yggdrasil,yggdrasil_individual_id
152,GCA_030463565.1,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Copenhagen Zoo""",,,,,,,,,,,,,"Attribute ""Mads Bertelsen""",,,,"Attribute ""2020-06-11""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Denmark: Copenhagen Zoo""",,,,,,,,,"Attribute ""bPelCri1""",,,,,,"Attribute ""55.6724 N 12.5214 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""70% EtOH frozen""",,,,,,,,"Attribute ""blood""",,"Attribute ""flash frozen""",,,
155,GCA_030867105.1,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Morten Erik Allentoft, Curtin University, Perth, WA, Australia""",,,,,,,,,,,,,"Attribute ""Perth Zoo""",,,,"Attribute ""2021-04-21""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Australia: Perth Zoo, Australia""",,,,,,,,,"Attribute ""rLiaOli1""",,,,,,"Attribute ""31.9732 S 115.8518 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood""",,"Attribute ""100% EtOH frozen""",,,
157,GCA_031468815.1,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Tom Gilbert: University of Copenhagen""",,,,,,,,,,,,,"Attribute ""Jorns Fickel""",,,,"Attribute ""2021""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Germany: Leibniz Institute for Zoo and Wildlife Research, Berlin""",,,,,,,,,"Attribute ""bMorBas2""",,,,,,"Attribute ""52.505920 N 13.521290 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""muscle""",,"Attribute ""frozen""",,,
163,GCA_031878705.1,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,"#	Attribute ""GAN:MIG12-30034834""",,"ID San Diego	Attribute ""589286""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""1998-10-04""","Attribute ""Philadelphia Zoo""",,,,,,,,,,"Attribute ""Cynthia Steiner""",,,,"Attribute ""2004-05-04""",,,,,,"Attribute ""2009-12-17""",,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: San Diego Zoo, San Diego""",,,,,,,,,"Attribute ""mTapInd1""",,,,,,"Attribute ""32.7360 N 117.1510 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,,,,,,,,,"Attribute ""blood""",,,,,
168,GCA_032442605.1,yes,no likely,lat_lon,NA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University	Attribute ""APLAC 33097""",,,,,,,,,,,,,,"Attribute ""449 mg""",,,,,,"Attribute ""Lauren O'Connell, Stanford University""",,,"Attribute ""Ohio""",,,,,,,,,,"Attribute ""Dave Ramirez and Billie Goolsby, Stanford University""",,,,"Attribute ""2021-11-15""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: Stanford University, Palo Alto""",,,,,,,,,"Attribute ""aRanImi1""",,,,,,"Attribute ""37.42993 N 122.17238 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""brain, lung, eye, tongue, muscle, skin, gut, heart, testes, liver""",,"Attribute ""flash frozen in liquid nitrogen""",,,
204,GCA_040805955.1,yes,yes,breed,NA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""6 months""",,,,,,,,,"Attribute ""hu sheep""",,,,,,,,,,,,,"Attribute ""2022-06-30""",,,,,,,,,,,,,,,,,,,"Attribute ""China""",,,,,,,,,"Attribute ""hu3095""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,,,,,,,,,"Attribute ""blood""",,,,,
205,GCA_040939495.1,yes,no,ecotype,NA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Adult""",,,,,"Attribute ""Joost Woltering, Axel Meyer, University of Konstanz""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Adult""",,"Attribute ""Aquariam Glaser""",,,,,,,,,,,,,,,,,"Attribute ""DD20220218a""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,,,,,,,,,"Attribute ""Liver""",,,,,
206,GCA_040939525.1,yes,no,ecotype,NA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Adult""",,,,,"Attribute ""Joost Woltering, Axel Meyer, University of Konstanz""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Adult""",,"Attribute ""Aquariam Glaser""",,,,,,,,,,,,,,,,,"Attribute ""DD20220218a""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,,,,,,,,,"Attribute ""Liver""",,,,,
208,GCA_041735815.1,yes,yes,breed,NA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""4 month""",,,,,"Attribute ""China Agricultural University""",,,,"Attribute ""Inner Mongolia cashmere goat""",,,,,,,,,,,,,"Attribute ""2022-06""",,,,,,,,,,,,,,,,,,,"Attribute ""China: Inner Mongolia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,,,,,,,,,"Attribute ""blood""",,,,,
211,GCA_041903045.1,yes,no likely,Associated publication (https://www.nature.com/articles/s41597-024-04219-7#Sec2),NA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""2023-12-20""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""China""",,,,,,,,,"Attribute ""andai-2023""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,,,,,,,,,"Attribute ""fin""",,,,,
230,GCA_044231665.1,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Josefin Stiller, University of Copenhagen""",,,,,,,,,,,,,,,,,"Attribute ""2023-06-01""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Denmark: National Aquarium Denmark""",,,,,,,,,"Attribute ""SynOce1""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""unknown""",,,,,,,,,,,,,"Attribute ""muscle""",,,,,
231,GCA_044231675.1,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Josefin Stiller, University of Copenhagen""",,,,,,,,,,,,,,,,,"Attribute ""2023-06-01""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Denmark: National Aquarium Denmark""",,,,,,,,,"Attribute ""SynPic1""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""unknown""",,,,,,,,,,,,,"Attribute ""muscle""",,,,,
248,GCA_047922985.1,yes,,note,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Christina Hvilsom, Copenhagen Zoo""",,,,,,,,,,,,,"Attribute ""Juliana Andrea Berner, Copenhagen Zoo""",,,,"Attribute ""2023-03-05""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Denmark: Copenhagen, Copenhagen Zoo""",,,,,,,,,"Attribute ""YG026_01""",,,,,,,,,,"Attribute ""captive""",,,,,,,,,,,,,,,,"Attribute ""female""",,,,,,,,,,,,,"Attribute ""blood""","Attribute ""bEudEle1""",,,"individual id	Attribute ""YGG026.IND1""",
249,GCA_048126635.1,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Josefin Stiller""",,,,,,,,,,,,,,,,,"Attribute ""2022-03-31""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Denmark: Oresund Aquarium""",,,,,,,,,"Attribute ""SK-2024b""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""unknown""",,,,,,,,,,,,,"Attribute ""muscles & internal organs""",,,,,
257,GCA_048338725.1,yes,no,biomaterial_provider,NA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""120-day-old""",,,,,"Attribute ""Wuzhishan Pig Breeding Farm of Hainan Academy of Agricultural Sciences""",,,,"Attribute ""Wuzhishan""",,,,,,,,,,,,,"Attribute ""2023-03-10""",,,,,,,,,,,,,,,,,,,"Attribute ""China:Hainan""",,,,,,,,,"Attribute ""WZS1""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,,,,,,,,,"Attribute ""blood""",,,,,
269,GCA_048771995.1,yes,no likely,lat_lon,NA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ID	Attribute ""R201/T""",,,,,,,,,,,,,,,,,,,,,,"Attribute ""The Rockefeller University: Gillian Durham""",,"Attribute ""2021-01-27""",,,,,,,,,,,"Attribute ""Gillian Durham""",,,,"Attribute ""2022-10-03""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: Millbrook, New York""",,,,,,,,,"Attribute ""bTaeGut7""",,,,,,"Attribute ""41.7677 N 73.7508 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood""",,"Attribute ""100% EtOH""",,,
327,GCA_933228915.1,,,,yes,yes,,,,,,,,,,,"first public	Attribute ""2021-07-01"", last update	Attribute ""2021-07-01""","Attribute ""ERC000053""",,,"Id	Attribute ""SAMEA8592627""",,,,"Attribute ""Sanger Institute""","Attribute ""NOT PROVIDED""",,,"center alias	Attribute ""Tree of Life Programme"", center name	Attribute ""tree of life programme"", first public	Attribute ""2021-07-01T11:50:17Z"", last update	Attribute ""2021-07-01T11:50:17Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""94""",,,,,,,,,,,,,,,,,,,,,,,,,,"by	Attribute ""FABIAN HERDER""",,,"institution	Attribute ""ZFMK Adenauerallee 160 53113 Bonn Germany""","date	Attribute ""2020-12-08""",,,,,,,,,,,,,,,,,,,,,,"location (country and/or sea)	Attribute ""Germany"", location (latitude)	Attribute ""50.7223215315783"", location (longitude)	Attribute ""7.11382096910185"", location (region and locality)	Attribute ""Bonn | Zoological Research Museum Alexander Koenig Leibniz Institute for Animal Biodiversity""",,"Attribute ""Aquarium ZFMK Bonn""",,"by	Attribute ""FABIAN HERDER""",,"Attribute ""ZFMK Adenauerallee 160 53113 Bonn Germany""",,,,,,,,,,"Attribute ""adult""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""ToL""",,,,,"name	Attribute ""94""",,,"Attribute ""male""","id	Attribute ""SAN2300000"", voucher	Attribute ""NOT PROVIDED""",,,,,,,,,,,,,"Attribute ""fTelBon1""",,,,
328,GCA_933228925.1,,,,yes,yes,,,,,,,,,,,"first public	Attribute ""2021-07-01"", last update	Attribute ""2021-07-01""","Attribute ""ERC000053""",,,"Id	Attribute ""SAMEA8592627""",,,,"Attribute ""Sanger Institute""","Attribute ""NOT PROVIDED""",,,"center alias	Attribute ""Tree of Life Programme"", center name	Attribute ""tree of life programme"", first public	Attribute ""2021-07-01T11:50:17Z"", last update	Attribute ""2021-07-01T11:50:17Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""94""",,,,,,,,,,,,,,,,,,,,,,,,,,"by	Attribute ""FABIAN HERDER""",,,"institution	Attribute ""ZFMK Adenauerallee 160 53113 Bonn Germany""","date	Attribute ""2020-12-08""",,,,,,,,,,,,,,,,,,,,,,"location (country and/or sea)	Attribute ""Germany"", location (latitude)	Attribute ""50.7223215315783"", location (longitude)	Attribute ""7.11382096910185"", location (region and locality)	Attribute ""Bonn | Zoological Research Museum Alexander Koenig Leibniz Institute for Animal Biodiversity""",,"Attribute ""Aquarium ZFMK Bonn""",,"by	Attribute ""FABIAN HERDER""",,"Attribute ""ZFMK Adenauerallee 160 53113 Bonn Germany""",,,,,,,,,,"Attribute ""adult""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""ToL""",,,,,"name	Attribute ""94""",,,"Attribute ""male""","id	Attribute ""SAN2300000"", voucher	Attribute ""NOT PROVIDED""",,,,,,,,,,,,,"Attribute ""fTelBon1""",,,,
330,GCA_944039255.1,yes,yes likely,Geographic,NA,yes,,,,,,,,,,,"first public	Attribute ""2022-04-13"", last update	Attribute ""2022-04-13""","Attribute ""ERC000053""",,,"Id	Attribute ""SAMEA14088276""",,,,"Attribute ""Sanger Institute""","Attribute ""NOT PROVIDED""",,,"center alias	Attribute ""Tree of Life Programme"", center name	Attribute ""tree of life programme"", first public	Attribute ""2022-04-13T11:37:38Z"", last update	Attribute ""2022-04-13T11:37:38Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""21153""",,,,,,,,,,,,,,,,,,,,,,,,,,"by	Attribute ""NOT COLLECTED""",,,"institution	Attribute ""NOT COLLECTED""","date	Attribute ""2018-05-05""",,,"name	Attribute ""zebrafish""",,,"Attribute ""SAT""",,,,,,,,,,,,,,,,"location (country and/or sea)	Attribute ""United Kingdom"", location (latitude)	Attribute ""52.08026973"", location (longitude)	Attribute ""0.1844487"", location (region and locality)	Attribute ""East Anglia | Hinxton | WSI""",,"Attribute ""RSF""",,"by	Attribute ""NOT COLLECTED""",,"Attribute ""NOT COLLECTED""",,,,,,,,,,"Attribute ""not collected""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""ToL""",,,,,"name	Attribute ""21153""",,,"Attribute ""NOT COLLECTED""","id	Attribute ""SAN30000124""",,,,,,,,,,,"Attribute ""N""",,"Attribute ""fDanRer4""",,,,
331,GCA_944039275.1,yes,yes likely,Geographic,NA,yes,,,,,,,,,,,"first public	Attribute ""2022-04-13"", last update	Attribute ""2022-04-13""","Attribute ""ERC000053""",,,"Id	Attribute ""SAMEA14088276""",,,,"Attribute ""Sanger Institute""","Attribute ""NOT PROVIDED""",,,"center alias	Attribute ""Tree of Life Programme"", center name	Attribute ""tree of life programme"", first public	Attribute ""2022-04-13T11:37:38Z"", last update	Attribute ""2022-04-13T11:37:38Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""21153""",,,,,,,,,,,,,,,,,,,,,,,,,,"by	Attribute ""NOT COLLECTED""",,,"institution	Attribute ""NOT COLLECTED""","date	Attribute ""2018-05-05""",,,"name	Attribute ""zebrafish""",,,"Attribute ""SAT""",,,,,,,,,,,,,,,,"location (country and/or sea)	Attribute ""United Kingdom"", location (latitude)	Attribute ""52.08026973"", location (longitude)	Attribute ""0.1844487"", location (region and locality)	Attribute ""East Anglia | Hinxton | WSI""",,"Attribute ""RSF""",,"by	Attribute ""NOT COLLECTED""",,"Attribute ""NOT COLLECTED""",,,,,,,,,,"Attribute ""not collected""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""ToL""",,,,,"name	Attribute ""21153""",,,"Attribute ""NOT COLLECTED""","id	Attribute ""SAN30000124""",,,,,,,,,,,"Attribute ""N""",,"Attribute ""fDanRer4""",,,,
337,GCA_947247025.1,,,,yes,yes,,,,,,,,,,,"first public	Attribute ""2022-02-04""","Attribute ""ERC000053""",,"Attribute ""2023-01-27""","Id	Attribute ""SAMEA12832258""",,,,"Attribute ""Sanger Institute""","Attribute ""NOT PROVIDED""",,,"center alias	Attribute ""Tree of Life Programme"", center name	Attribute ""tree of life programme"", first public	Attribute ""2022-02-04T10:34:18Z"", last update	Attribute ""2023-01-27T13:43:22Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""19095""",,,,,,,,,,,,,,,,,,,,,,,,,,"by	Attribute ""BALINT HALPERN""",,,"institution	Attribute ""MME BirdLife Hungary""","date	Attribute ""2021-06-17""",,,,,,,,,,,,,,"Attribute ""100""",,,,,,,,"location (country and/or sea)	Attribute ""Hungary"", location (latitude)	Attribute ""47.154"", location (longitude)	Attribute ""19.306"", location (region and locality)	Attribute ""Budapest | Budapest Zoo""",,"Attribute ""grassland""",,"by	Attribute ""BALINT HALPERN""",,"Attribute ""MME BirdLife Hungary""",,,,,,,,,,"Attribute ""adult""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""ToL"", name	Attribute ""ERGA""",,,,,"name	Attribute ""19095""",,,"Attribute ""female""","id	Attribute ""ERGA BP HU 01"", voucher	Attribute ""NOT PROVIDED""",,,,,,,,,,,"Attribute ""N""",,"Attribute ""rVipUrs1""",,,,
338,GCA_947247035.1,,,,yes,yes,,,,,,,,,,,"first public	Attribute ""2022-02-04""","Attribute ""ERC000053""",,"Attribute ""2023-01-27""","Id	Attribute ""SAMEA12832258""",,,,"Attribute ""Sanger Institute""","Attribute ""NOT PROVIDED""",,,"center alias	Attribute ""Tree of Life Programme"", center name	Attribute ""tree of life programme"", first public	Attribute ""2022-02-04T10:34:18Z"", last update	Attribute ""2023-01-27T13:43:22Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""19095""",,,,,,,,,,,,,,,,,,,,,,,,,,"by	Attribute ""BALINT HALPERN""",,,"institution	Attribute ""MME BirdLife Hungary""","date	Attribute ""2021-06-17""",,,,,,,,,,,,,,"Attribute ""100""",,,,,,,,"location (country and/or sea)	Attribute ""Hungary"", location (latitude)	Attribute ""47.154"", location (longitude)	Attribute ""19.306"", location (region and locality)	Attribute ""Budapest | Budapest Zoo""",,"Attribute ""grassland""",,"by	Attribute ""BALINT HALPERN""",,"Attribute ""MME BirdLife Hungary""",,,,,,,,,,"Attribute ""adult""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""ToL"", name	Attribute ""ERGA""",,,,,"name	Attribute ""19095""",,,"Attribute ""female""","id	Attribute ""ERGA BP HU 01"", voucher	Attribute ""NOT PROVIDED""",,,,,,,,,,,"Attribute ""N""",,"Attribute ""rVipUrs1""",,,,
397,GCA_963082795.1,yes,no,Geographic,NA,yes,,,,,,,,,,,"first public	Attribute ""2021-11-24"", last update	Attribute ""2021-11-24""","Attribute ""ERC000053""",,,"Id	Attribute ""SAMEA11296534""",,,,"Attribute ""Sanger Institute""","Attribute ""NOT PROVIDED""",,,"center alias	Attribute ""EarlhamInstitute"", center name	Attribute ""EarlhamInstitute"", first public	Attribute ""2021-11-24T11:45:33Z"", last update	Attribute ""2021-11-24T11:45:33Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""619e25dc18a3d79f2bd0bfaa""",,,,,,,,,,,,,,,,,,,,,,,"name	Attribute ""Collaborative Open Plant Omics broker account, Earlham Institute, Norwich""",,,"by	Attribute ""RICHARD PITMAN""",,,"institution	Attribute ""Environment Agency""","date	Attribute ""2020-08-25""",,,"name	Attribute ""crucian carp""",,,,,,,,,,,,,,,,,,,"location (country and/or sea)	Attribute ""United Kingdom"", location (latitude)	Attribute ""53.03331"", location (longitude)	Attribute ""-1.052197"", location (region and locality)	Attribute ""Nottingham | Calverton | Moor Ln | Lake Side View | Calverton Fish Farm""",,"Attribute ""Hatchery pond""",,"by	Attribute ""BERND HANFLING""",,"Attribute ""University of Hull""",,,,,,,,,,"Attribute ""juvenile""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""DTOL""",,,,,"name	Attribute ""619e25dc18a3d79f2bd0bfaa""",,,"Attribute ""female""","id	Attribute ""SAN0000700"", voucher	Attribute ""NOT COLLECTED""",,,,,,,,,,,,,"Attribute ""fCarCar2""",,,,
453,GCA_963924645.1,yes,no likely,Associated publication (https://wellcomeopenresearch.org/articles/5-18/v1?gtmKey=GTM-5P673KJ&immUserUrl=https%3A%2F%2Fwor-proxy.f1krdev.com%2Feditor%2Fmember%2Fshow%2F&otid=23226e40-fdd0-4acd-97a3-d9bad93befed&s3BucketUrl=https%3A%2F%2Fwellcomeopenresearc,NA,yes,,,,,,,,,,,,"Attribute ""ERC000053""","Attribute ""2023-02-03T15:01:22Z""","Attribute ""2023-02-03T15:01:22Z""","Id	Attribute ""SAMEA112468042""",,,,"Attribute ""Natural History Museum""","Attribute ""NOT PROVIDED""",,,"center name	Attribute ""EarlhamInstitute"", first public	Attribute ""2023-02-03T15:01:22Z"", last update	Attribute ""2023-02-03T15:01:22Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""63dd21c1b2d1291627d5ea73""",,,,,,,,,,,,"center	Attribute ""NOT COLLECTED""",,,,,,,,,,,"name	Attribute ""COPO""",,,,,"Attribute ""MICHELLE O'BRIEN""","institution	Attribute ""Wildfowl & Wetlands Trust""","date	Attribute ""2022-03-15""",,,"name	Attribute ""European harvest mouse""",,,,,,,,,,,,,,,,,,,"location (country and/or sea)	Attribute ""United Kingdom"", location (latitude)	Attribute ""51.73"", location (longitude)	Attribute ""-2.4"", location (region and locality)	Attribute ""England|Gloucester|Newgounds""",,"Attribute ""NOT COLLECTED""",,,"Attribute ""MICHELLE O'BRIEN""","Attribute ""Wildfowl & Wetlands Trust""",,,,,,,,,,"Attribute ""adult""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""DTOL""",,,,,"collection device or method	Attribute ""Hand Picked"", name	Attribute ""63dd21c1b2d1291627d5ea73""",,"Attribute ""Micromys minutus""","Attribute ""female""",,"Attribute ""NHMUK014561656""",,,,,,,,,,,,"Attribute ""mMicMin1""",,,,
455,GCA_963924665.1,yes,no likely,Associated publication (https://wellcomeopenresearch.org/articles/5-18/v1?gtmKey=GTM-5P673KJ&immUserUrl=https%3A%2F%2Fwor-proxy.f1krdev.com%2Feditor%2Fmember%2Fshow%2F&otid=23226e40-fdd0-4acd-97a3-d9bad93befed&s3BucketUrl=https%3A%2F%2Fwellcomeopenresearc,NA,yes,,,,,,,,,,,,"Attribute ""ERC000053""","Attribute ""2023-02-03T15:01:22Z""","Attribute ""2023-02-03T15:01:22Z""","Id	Attribute ""SAMEA112468042""",,,,"Attribute ""Natural History Museum""","Attribute ""NOT PROVIDED""",,,"center name	Attribute ""EarlhamInstitute"", first public	Attribute ""2023-02-03T15:01:22Z"", last update	Attribute ""2023-02-03T15:01:22Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""63dd21c1b2d1291627d5ea73""",,,,,,,,,,,,"center	Attribute ""NOT COLLECTED""",,,,,,,,,,,"name	Attribute ""COPO""",,,,,"Attribute ""MICHELLE O'BRIEN""","institution	Attribute ""Wildfowl & Wetlands Trust""","date	Attribute ""2022-03-15""",,,"name	Attribute ""European harvest mouse""",,,,,,,,,,,,,,,,,,,"location (country and/or sea)	Attribute ""United Kingdom"", location (latitude)	Attribute ""51.73"", location (longitude)	Attribute ""-2.4"", location (region and locality)	Attribute ""England|Gloucester|Newgounds""",,"Attribute ""NOT COLLECTED""",,,"Attribute ""MICHELLE O'BRIEN""","Attribute ""Wildfowl & Wetlands Trust""",,,,,,,,,,"Attribute ""adult""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""DTOL""",,,,,"collection device or method	Attribute ""Hand Picked"", name	Attribute ""63dd21c1b2d1291627d5ea73""",,"Attribute ""Micromys minutus""","Attribute ""female""",,"Attribute ""NHMUK014561656""",,,,,,,,,,,,"Attribute ""mMicMin1""",,,,
530,GCA_964656225.1,,,,yes,yes,,,,,,,,,,,,"Attribute ""ERC000053""",,,,,,,"Attribute ""Sanger Institute""","Attribute ""NOT PROVIDED""",,,"center name	Attribute ""Tree of Life Programme""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""78224""",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Manuel Ruedi""","institution	Attribute ""Natural History Museum Geneva (MHNG)""","date	Attribute ""2024-02-16""",,,"name	Attribute ""Nathusius's pipistrelle""",,,,,,,,,,,"Attribute ""400""",,,,,,,,"location (country and/or sea)	Attribute ""Switzerland"", location (latitude)	Attribute ""46.19948"", location (longitude)	Attribute ""6.12843"", location (region and locality)	Attribute ""Natural History Museum""",,"Attribute ""urbanised place ground""",,,"Attribute ""Manuel Ruedi""","Attribute ""Natural History Museum Geneva (MHNG)""",,,,,,,,,,"Attribute ""adult""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""DTOL""",,,,,"name	Attribute ""78224""",,"Attribute ""Pipistrellus nathusii""","Attribute ""female""",,"Attribute ""SAN00003686""","Attribute ""MHNG-MAMO-3018.095""",,,,,,,,,"Attribute ""N""",,"Attribute ""mPipNat1""",,,,
